Original,Detected language,Detected language score,Translation,PostID
"Inpost we współpracy z PwC wdrożył rozwiązania oparte o chmurę Microsoft  które pozwalają zasilać hurtownię właściwymi danymi. Dzięki temu organizacja jest w stanie dopasowywać się do zmieniających się potrzeb swoich klientów i zwiększać przewagę na konkurencyjnym rynku.

Poznaj historię InPost  jednego z innowatorów Polskiej Doliny Cyfrowej.",pl,1.0,"Inpost in cooperation with PwC has implemented solutions based on the Microsoft cloud that allow you to supply the warehouse with the right data. Thanks to this, the organization is able to adapt to the changing needs of its customers and increase its advantage in a competitive market.

Get to know the story of InPost one of the innovators of the Polish Digital Valley.",1714420268745298
"Nowe technologie i chmura obliczeniowa to nie tylko siła napędowa biznesu  ale wręcz warunek przetrwania na rynku i narzędzie do budowania przewagi nad konkurencją.
Zapraszamy na rozmowę na temat wyników badania Instytutu Humanites „Bariery i trendy. Transformacja technologiczna firm w Polsce”  którą z Pawłem Borysem  prezesem zarządu Polskiego Funduszu Rozwoju poprowadzi Paweł Jakubik  dyrektor ds. transformacji cyfrowej w chmurze  Microsoft.",pl,1.0,"New technologies and cloud computing are not only the driving force of business but even a condition for survival on the market and a tool for building an advantage over the competition.
We invite you to a conversation about the results of the Humanites Institute's study ""Barriers and trends. Technological transformation of companies in Poland"" which with Paweł Borys, President of the Management Board of the Polish Development Fund, will be led by Paweł Jakubik, Director of Digital Transformation in the Microsoft Cloud.",1711219765732015
"Żabka jest liderem na rynku convenience  ale również na polu transformacji cyfrowej. Dzięki technologii odnosi sukcesy biznesowe - wspiera wygodę klienta i ciągle doskonali ofertę.
Poznaj drogę Żabki do cyfrowej transformacji – dowiedz się  jak skróciła czas obsługi klientów  komunikuje ofertę  dostosowuje asortyment do oczekiwań nabywców i ulepsza logistykę.",pl,1.0,"Żabka is a leader on the convenience market but also in the field of digital transformation. Thanks to technology, it is successful in business - it supports customer convenience and constantly improves its offer.
Get to know Żabka's path to digital transformation – find out how she shortened the time of customer service, communicates the offer, adapts the assortment to the expectations of buyers and improves logistics.",1708976282623030
"PKO Bank Polski od kilku lat przechodzi cyfrową transformację. Buduje przewagę konkurencyjną na potencjale technologicznym  który wykracza poza tradycyjny obszar finansów. W ciągu zaledwie 2 miesięcy wdrożył Microsoft Teams na ponad 10 tys. stanowisk.
Obejrzyj film i zobacz  jak rozwija się PKO Bank Polski  adoptując najnowsze rozwiązania technologiczne.",pl,0.96,"PKO Bank Polish has been undergoing digital transformation for several years. It builds a competitive advantage on technological potential that goes beyond the traditional area of finance. In just 2 months, he implemented Microsoft Teams for over 10,000 positions.
Watch the video and see how PKO Bank Polish is developing by adopting the latest technological solutions.",1701045483416110
"Microsoft CEE dołącza do zespołów na całym świecie  aby świętować Miesiąc Historii Kobiet.
Z tej okazji niektóre z naszych najbardziej inspirujących liderek  opowiedziały o tym czym są dla nich sukces  inspiracja i wyzwanie.
Cały wywiad znajdziesz tutaj:",pl,1.0,"Microsoft CEE joins teams around the world to celebrate Women's History Month.
On this occasion, some of our most inspiring leaders talked about what success is for them, inspiration and challenge.
You can find the full interview here:",1700282780159047
Już w 2 minuty możesz uruchomić gotową aplikację Power Apps w Microsoft Teams. I nie potrzebujesz do tego wiedzy programisty. Obejrzyj serię kilkuminutowych wideo z praktycznymi wskazówkami do pracy z Power Apps. Materiał powstał we współpracy z Michałem Guzowskim (Developico) ➡ http://msft.it/6185VM5Ud,pl,0.95,"In just 2 minutes, you can launch the finished Power Apps app in Microsoft Teams. And you don't need the knowledge of a programmer for that. Watch a series of multi-minute videos with practical tips for working with Power Apps. The material was created in cooperation with Michał Guzowski (Developico) ➡ http://msft.it/6185VM5Ud",1695090554011603
"Wejdź w nową rzeczywistość z Microsoft Mesh  nową platformą mieszanej rzeczywistości zasilaną przez Azure  która pozwala ludziom znajdującym się w różnych lokalizacjach fizycznych łączyć się i współpracować  jednocześnie dzieląc się doświadczeniami holograficznymi.
Odkryj więcej ciekawostek z #Ignite:",pl,0.95,"Enter the new reality with Microsoft Mesh, a new mixed reality platform powered by Azure that allows people in different physical locations to connect and collaborate while sharing holographic experiences.
Discover more curiosities from #Ignite:",1694549787399013
"Wiele firm łączy możliwości handlu elektronicznego B2C i B2B w jedną platformę detaliczną i handlową. Dzięki temu oferują klientom indywidualnym i biznesowym doświadczenia pełne funkcjonalności i przyjazne dla użytkownika.
Poznaj Dynamics 365:",pl,0.97,"Many companies combine B2C and B2B e-commerce capabilities into a single retail and commerce platform. As a result, they offer individual and business customers a functional and user-friendly experience.
Get to know Dynamics 365:",1693650214155637
"Aby zmniejszyć ryzyko związane z inwazyjnymi testami medycznymi  polska firma medtech LifeFlow opracowała jedną z nielicznych na świecie platform opartych na chmurze Microsoft Azure. Diagnozuje ona problemy związane z pracą serca poprzez modelowanie tętnic i symulację przepływu krwi w 3D.
Dowiedz się więcej:",pl,0.95,"To reduce the risk associated with invasive medical tests, the Polish company medtech LifeFlow has developed one of the few platforms in the world based on the Microsoft Azure cloud. It diagnoses heart problems by modeling arteries and simulating blood flow in 3D.
Learn more:",1693129560874369
"Chcesz dowiedzieć się  w jaki sposób AI może wykonać za nas wszystkie rutynowe i nudne zadania? Obejrzyj rozmowę przedstawiciela DZP o tym  jak AI uwalnia ludzi od monotonnych czynności  aby mogli się skoncentrować na tym  co naprawdę ważne ➡ http://msft.it/6183Vyc53

#thatsAI",pl,1.0,"Do you want to know how AI can perform all routine and boring tasks for us? Watch a CONVERSATION WITH A DZP representative about how AI frees people from monotonous activities so they can concentrate on what really matters ➡ http://msft.it/6183Vyc53

#thatsAI",1690121127841879
Załoga statku musi bardzo szybko podejmować decyzje o bezpiecznym żeglowaniu  pamiętając równocześnie o optymalizowaniu kosztów i minimalnym wpływie na środowisko. Dowiedz się  jak METIS Cyberspace Technology wykorzystuje sztuczną inteligencję  by pomóc firmom zwiększać bezpieczeństwo i rentowność:,pl,0.97,"The ship's crew must make decisions about safe sailing very quickly, while remembering to optimize costs and minimal impact on the environment. Learn how METIS Cyberspace Technology uses artificial intelligence to help companies increase security and profitability:",1690759211111404
"Chcesz dowiedzieć się więcej o tym  jak AI już wspomaga telemedycynę? Obejrzyj rozmowę przedstawiciela Telemedico o potencjale AI w zdalnym łączeniu pacjentów z lekarzami ➡ http://msft.it/6182Vyc8C

#thatsAI",pl,1.0,"Want to learn more about how AI already supports telemedicine? Watch a conversation of a Telemedico representative about the potential of AI in remotely connecting patients with doctors ➡ http://msft.it/6182Vyc8C

#thatsAI",1690117871175538
"Bezpieczeństwo w sieci to najwyższy priorytet wszystkich organizacji na świecie. Bądź z nami na polskiej edycji Microsoft Envision Forum  podczas której Brad Smith  prezes i dyrektor ds. prawnych w Microsoft  opowie o konieczności budowania organizacji opartych na zaufaniu.
Zarejestruj się już teraz.",pl,0.95,"Online security is a top priority for all organizations in the world. Be with us at the Polish edition of Microsoft Envision Forum during which Brad Smith, President and Chief Legal Officer at Microsoft, will talk about the need to build organizations based on trust.
Register now.",1689919441195381
"Miesiąc Kobiet to okazja do dyskusji na temat sytuacji kobiet i młodych dziewcząt  a także analizy  jak zapewnić im dostępu do edukacji  pracy i rozwoju.
Przeczytaj artykuł Myladie Stoumbou  dyrektora regionalnego Microsoft Central & Eastern Europe i dowiedz się więcej:",pl,1.0,"Women's Month is an opportunity to discuss the situation of women and young girls as well as to analyze how to ensure their access to education for work and development.
Read myladie Stoumbou, Regional Director of Microsoft Central & Eastern Europe, and learn more:",1689259521261373
"Chcesz tworzyć wspaniałe doświadczenia w Teams?
Poznaj HR Support Bot  aplikację Teams  która pomaga zoptymalizować proces HR i zaangażować Twój zespół. A przy tym pamięta o specjalnych okazjach  które zasługują na świętowanie.
Zobacz  jak używać aplikacji niestandardowych lub partnerskich w aplikacji Teams ➡ http://msft.it/6182VH8ek",pl,1.0,"Want to create great experiences in Teams?
Meet the HR Support Bot Teams application that helps optimize the HR process and engage your team. And at the same time, he remembers about special occasions that deserve to be celebrated.
See how to use custom or partner apps in Teams ➡ http://msft.it/6182VH8ek",1688681771319148
Zastanawiałeś się kiedyś  kto dziś kształtuje społeczeństwo? Kobieta. To ona tworzy  wprowadza zmiany  przewodzi. Prowadzi świat naprzód. Kiedy ona się rozwija  wszyscy wokół rozwijają się także. ➡ http://msft.it/6185VEJnW,pl,1.0,"Have you ever wondered who shapes society today? Woman. It is she who creates introduces changes leads. It leads the world forward. When it develops, everyone around it also develops. ➡ http://msft.it/6185VEJnW",1684898111697514
"Zrozumienie potrzeb i oczekiwań klientów jest podstawą skutecznej strategii sprzedaży detalicznej.
Dowiedz się  jak branża retail w Europie Środkowej i Wschodniej wykorzystuje technologię do tworzenia bardziej innowacyjnego i satysfakcjonującego świata zakupów (EN).",pl,0.97,"Understanding the needs and expectations of customers is the basis for an effective retail strategy.
Learn how the retail industry in Central and Eastern Europe is using technology to create a more innovative and satisfying world of shopping.",1684282948425697
"Podczas polskiej edycji Microsoft Envision Forum Jared Spataro  Corporate Vice President w Microsoft  przedstawi swoją wizję przyszłości pracy hybrydowej. Opowie także o narzędziach cyfrowych  które będą łączyć nas w czasie i przestrzeni.
Dowiedz się więcej  dołączając do naszego największego biznesowego wydarzenia online – Microsoft Envision Forum.
Zarejestruj się już dziś: http://msft.it/6180VDVzQ",pl,0.92,"During the Polish edition of Microsoft Envision Forum, Jared Spataro Corporate Vice President at Microsoft will present his vision of the future of hybrid work. He will also talk about digital tools that will connect us in time and space.
Learn more by joining our largest online business event, the Microsoft Envision Forum.
Register today: http://msft.it/6180VDVzQ",1684129651774360
"Praca zdalna pozwala nam się zżyć z wieloma rzeczami i osobami  które nas otaczają. Jak jednak nie zgubić z oczu w tym wszystkim swoich celów?
Jak robić to  co ważne?

#homeoffice #pracazdalna #remotework #worklifebalance #cyfrowarównowaga",pl,0.97,"Remote work allows us to get along with many things and people who surround us. But how can you not lose sight of your goals in all this?
How to do what is important?

#homeoffice #pracazdalna #remotework #worklifebalance #cyfrowarównowaga",1680619235458735
"Technologia sama nie zmienia świata.
Robią to ludzie! Odkryj  co jest możliwe  gdy łączą się wielkie serca  inspirujące pomysły i innowacje. Poznaj ludzi z pasją  którzy wprowadzają w życie sztuczną inteligencję  aby zmienić otaczający nas świat. ➡ http://msft.it/6182pC7xe",pl,1.0,"Technology alone does not change the world.
People do it! Discover what is possible when big hearts come together inspiring ideas and innovations. Meet people with passion who are implementing artificial intelligence to change the world around us. ➡ http://msft.it/6182pC7xe",1678553068998685
"Budimex  firma odpowiedzialna za ponad 300 budów w całej Polsce  kształtuje swoją przyszłość w oparciu o rozwiązania chmurowe. Blisko 5000 pracowników rozproszonych po biurach i budowach w całym kraju komunikuje się sprawnie dzięki Microsoft Teams.
Poznaj więcej szczegółów transformacji cyfrowej jednego z liderów innowacyjności w sektorze budownictwa.",pl,1.0,"Budimex, the company responsible for over 300 construction sites throughout Poland, is shaping its future based on cloud solutions. Nearly 5,000 employees scattered around offices and construction sites across the country communicate efficiently thanks to Microsoft Teams.
Learn more details about the digital transformation of one of the leaders in innovation in the construction sector.",1678336659020326
"Podczas Microsoft Envision Forum pomówimy m.in. o technologicznej transformacji firm w Polsce. Panel „Bariery i trendy” będzie dyskusją bazującą na wynikach badania  łączącego perspektywy kadry zarządzającej firm prywatnych i spółek Skarbu Państwa  a także pracowników i konsumentów. Dowiedz się  jaki wpływ mają na nas wszystkich nowe technologie.
Zarejestruj się już teraz.",pl,0.98,"During the Microsoft Envision Forum, we will talk m.in about the technological transformation of companies in Poland. The ""Barriers and trends"" panel will be a discussion based on the results of a study combining the perspectives of the management of private companies and State Treasury companies as well as employees and consumers. Find out how new technologies affect us all.
Register now.",1677820412405284
"Grupa Tauron jako pierwsze przedsiębiorstwo z obszaru infrastruktury krytycznej przenosi się do chmury. Leszek Chwalik  Wiceprezes Zarządu ds. CUW IT w TAURON Obsługa Klienta mówi: „Pomocą w zaadresowaniu potrzeb ciągle zmieniającego się świata okazują się nowoczesne rozwiązania oparte o publiczną chmurę obliczeniową”.
Dowiedz się więcej na temat cyfrowej transformacji Grupy Tauron.",pl,1.0,"The Tauron Group is the first company in the area of critical infrastructure to move to the cloud. Leszek Chwalik, Vice President of the Management Board for CUW IT at TAURON Customer Service, says: ""Modern solutions based on public cloud computing are helping to address the needs of the constantly changing world.""
Learn more about the digital transformation of the Tauron Group.",1673652272822098
Abacus Medicine zmodernizował swoją działalność  aby przetwarzać duże ilości danych i szybciej zaspokajać potrzeby klientów  korzystając z opartej na chmurze usługi Dynamics 365 Finance and Operations i Microsoft Power Platform. „Dzięki natychmiastowemu przepływowi informacji między działami i krajami kierownictwo ma wgląd w czasie rzeczywistym i może podejmować decyzje na podstawie danych. Nasi klienci z kolei otrzymują prawidłowe przesyłki i szybciej dokonują transakcji finansowych ”- mówi Péter Domonkos  kierownik ds. rozwoju IT.,pl,0.91,"Abacus Medicine has modernized its business to process large amounts of data and meet customer needs faster with cloud-based Dynamics 365 Finance and Operations and Microsoft Power Platform. ""With the immediate flow of information between departments and countries, management has real-time visibility and can make data-driven decisions. Our customers, in turn, receive correct shipments and make financial transactions faster,"" says Péter Domonkos, IT Development Manager.",1673009362886389
"Dostosuj usługę Microsoft Teams do swoich potrzeb. To łatwiejsze niż kiedykolwiek!
Poznaj The Company Communicator  aplikację zaprojektowaną po to  by podążać za Twoimi pracownikami  gdziekolwiek są. Pozwala ona na automatyczne wysyłanie wiadomości do określonych działów i śledzenie zaangażowania w te wiadomości  zwiększając jednocześnie czytelnictwo kluczowych informacji.
Zobacz  jak możesz połączyć aplikację z usługą Teams ➡ http://msft.it/6189pNqaH",pl,0.96,"Customize Microsoft Teams to suit your needs. It's easier than ever!
Meet The Company Communicator app designed to follow your employees wherever they are. It allows you to automatically send messages to specific departments and track engagement in these messages while increasing the readership of key information.
See how you can connect the app to Teams ➡ http://msft.it/6189pNqaH",1670760256444633
"Starając się jak najlepiej wykonywać swoją pracę  codziennie odpowiedzialne są także za opiekę nad dziećmi i osobami starszymi. Victoria Kimonidis  Director Channel Sales na Europę Środkowo-Wschodnią  podzieliła się swoimi przemyśleniami na temat współczesnej rzeczywistości kobiet  zastanawiając się nad doświadczeniami  które przyniósł rok 2020.

#resiliencetogether #inclusion #diversity #genderequality",pl,0.96,"Trying to do their best work every day, they are also responsible for caring for children and the elderly. Victoria Kimonidis Director Channel Sales for Central and Eastern Europe shared her thoughts on the contemporary reality of women reflecting on the experiences that 2020 brought.

#resiliencetogether #inclusion #diversity #genderequality",1670722099781782
"Praca zespołowa i współpraca są obecnie niezbędne  aby zbudować silną firmę. Dowiedz się więcej o tym  jak wzmocnić pracowników  aby byli produktywni i bezpieczni podczas pracy zdalnej.
Pobierz nasz bezpłatny przewodnik:",pl,1.0,"Teamwork and collaboration are now essential to build a strong company. Learn more about how to empower employees to be productive and safe when working remotely.
Download our free guide:",1669298116590847
"Już 17 marca odbędzie się Microsoft Envision Forum – nasze największe lokalne wydarzenie online dla świata biznesu.
O cyfrowej transformacji będą mówić wyjątkowi goście i eksperci z Polski i ze świata. W dynamicznej  ciekawej formule przedstawią wizje  strategie  trendy  praktyczne przykłady naszych klientów.
Zarejestruj się już dziś 👉 https://www.microsoft.com/pl-pl/polskadolinacyfrowa/envisionforum?wt.mc_id=AID3014360_QSG_SCL_499578",pl,0.98,"On March 17, the Microsoft Envision Forum will take place – our largest local online event for the business world.
Exceptional guests and experts from Polish and the world will talk about digital transformation. In a dynamic interesting formula will present visions strategies trends practical examples of our clients.
Register today 👉 https://www.microsoft.com/pl-pl/polskadolinacyfrowa/envisionforum?wt.mc_id=AID3014360_QSG_SCL_499578",1668543226666336
"Odkryj Microsoft Viva  nową platformę dedykowaną pracownikom i firmom. Poznaj narzędzia ułatwiające zespołom zwiększyć produktywność w nowej erze cyfrowej. 👉 http://msft.it/6180pF3nq

#MSFTViva #EmployeeExperience",pl,1.0,"Discover Microsoft Viva, a new platform dedicated to employees and businesses. Learn about the tools to help teams be more productive in the new digital age. 👉 http://msft.it/6180pF3nq

#MSFTViva #EmployeeExperience",1668026090051383
"Dołącz do kolejnej edycji wydarzenia Envision - już 16 lutego.
Poznaj nowe perspektywy biznesowe w erze zakłóceń cyfrowych oraz kluczowe elementy wpływające na zdrowie  globalne ocieplenie  zatrudnienie  technologię i globalną gospodarkę:",pl,0.97,"Join the next edition of the Envision event - on February 16.
Explore new business perspectives in the era of digital disruption and the key elements impacting health global warming employment technology and the global economy:",1664394133747912
"Microsoft Teams - skutecznie  szybko i przyjemnie! W serii 13 kilkuminutowych odcinków Marta Czapik  Legalna Marta  ekspert ds. Office 365  odkryje przed Wami najlepsze triki  jak efektywnie wykorzystać spotkania online w codziennej komunikacji.
Obejrzyj całą serię lub pojedyncze odcinki.",pl,1.0,"Microsoft Teams - effectively fast and pleasant! In a series of 13 several-minute episodes Marta Czapik Legalna Marta Office 365 expert will reveal to you the best tricks on how to effectively use online meetings in everyday communication.
Watch the entire series or individual episodes.",1663717670482225
"Zapraszamy na Microsoft Envision Forum.
Podczas wydarzenia eksperci  partnerzy oraz klienci Microsoft opowiedzą  w jaki sposób cyfrowa transformacja pozwala budować organizację opartą na zaufaniu. Dołącz koniecznie  jeśli należysz do liderów  którzy chcą rozwijać biznes w oparciu o innowacje.
Zapisz datę w kalendarzu. Więcej szczegółów już wkrótce.",pl,0.98,"Welcome to the Microsoft Envision Forum.
During the event, expert partners and Microsoft customers will talk about how digital transformation allows you to build an organization based on trust. Be sure to join if you are one of the leaders who want to develop a business based on innovation.
Write down the date in the calendar. More details coming soon.",1658440981009894
"LINK4 wspólnie z Microsoft realizuje program Akademia Chmurowa.
Jego celem jest podniesienie kwalifikacji pracowników firmy oraz zapewnienie im certyfikatów spełniających regulacje organów nadzoru. W pierwszej edycji szkoleń z obsługi i wykorzystania chmury obliczeniowej wzięło udział aż 90 pracowników LINK4.
Dowiedz się więcej o programie:",pl,1.0,"LINK4 together with Microsoft implements the Cloud Academy program.
Its aim is to improve the qualifications of the company's employees and provide them with certificates that meet the regulations of supervisory authorities. The first edition of training in the use and use of cloud computing was attended by as many as 90 LINK4 employees.
Learn more about the program:",1654984428022216
"Toyota Ukraina obsługuje ponad 35 salonów samochodowych w całym kraju. Aby pomóc im w świadczeniu wysokiej jakości obsługi klientów  scentralizowaliśmy wszystkie informacje i bazy danych w portalu online z wykorzystaniem Microsoft Dynamics 365. Zautomatyzowaliśmy ponad 15 grup procesów biznesowych przy użyciu Power Platform. „Kiedyś przygotowanie i wysłanie raportu zajmowało nam dwa lub trzy dni  teraz są one dostępne po wciśnięciu jednego przycisku  dzięki czemu ludzie mogą skupić się na analizie prezentowanych danych” - mówi Olena Gontar  kierownik działu IT w Toyota Ukraina.
Dowiedz się więcej (EN):",pl,0.99,"Toyota Ukraine serves more than 35 car dealerships throughout the country. To help them deliver a high-quality customer experience, we've centralized all the information and databases in the online portal using Microsoft Dynamics 365. We have automated more than 15 groups of business processes using Power Platform. ""It used to take us two or three days to prepare and send a report, now they are available at the touch of a button so that people can focus on analyzing the presented data,"" says Olena Gontar, HEAD OF IT at Toyota Ukraine.
Learn more:",1653640591489933
"Grupa KRUK wdrożyła i stałe rozwija Microsoft Teams. Ponad 3000 pracowników w 9 krajach Europy codziennie odbywa wirtualne spotkania  szkolenia  warsztaty. Aplikacja nie tylko poprawiła komfort pracy i codzienną komunikację w Grupie  ale pozwala także łatwiej i efektywniej zarządzać firmą.
Dowiedz się  jak przebiegało wdrożenie.",pl,1.0,"The KRUK Group has implemented and is constantly developing Microsoft Teams. More than 3,000 employees in 9 European countries hold virtual training workshops every day. The application has not only improved the comfort of work and everyday communication in the Group, but also allows easier and more effective management of the company.
Find out how the implementation went.",1652049858315673
"Poznaj nowy Surface Pro 7+ for Business.
Bądź zawsze online  korzystając z modułu LTE Advanced i pracując na procesorze 11. generacji oraz jeszcze wydajniejszej baterii.",pl,0.91,"Meet the new Surface Pro 7+ for Business.
Always be online with LTE Advanced and running on an 11th generation processor and an even more powerful battery.",1649945041859488
"W 2019 roku przeprowadziliśmy badanie IoT Signals z udziałem ponad 3000 decydentów biznesowych  którzy wdrożyli tę technologię w swoich firmach. Chcieliśmy dowiedzieć się więcej o tym  w jaki sposób zaimplementowana technologia wpływa na życie oraz pracę.

Poznaj najnowsze spostrzeżenia dotyczące zwiększania wydajności IoT dla firm:",pl,0.95,"In 2019, we conducted an IoT Signals survey with more than 3,000 business decision makers who have implemented this technology in their companies. We wanted to learn more about how the implemented technology affects life and work.

Get the latest insights into improving IoT performance for businesses:",1649892815198044
W ciągu ostatnich kilku miesięcy liderzy łancuchów dostaw  bardziej niż kiedykolwiek musieli stawić czoła niezwykle złożonym i zmieniającym się warunkom. Zobacz  jak w wyjątkowo krótkim krótkim czasie firmy zarządzają kryzysem i wprowadzają zmiany  jednocześnie przekształcając operacje w łańcuchach dostaw:,pl,1.0,"Over the past few months, supply chain leaders have faced extremely complex and changing conditions more than ever. See how companies are managing a crisis and making a difference while transforming supply chain operations in an extremely short period of time:",1648147708705888
"Co nowego w Teams? Wprowadziliśmy wybór scen w trybie Razem  prowadzenie ankiet na spotkaniach  tłumienie szumów w tle i wiele innych użytecznych funkcji. To wszytko z myślą o Waszej produktywności  zaangażowaniu i możliwośći skupienia się na pracy.
Poznaj i wypróbuj ➡ http://msft.it/6189pgRFU",pl,1.0,"What's new in Teams? We've introduced scene selection in Together mode, conducting surveys in meetings, background noise suppression and many other useful features. It's all about your productivity, commitment and the ability to focus on work.
Explore and try ➡ http://msft.it/6189pgRFU",1643193172534675
"„Prawdziwa zabawa to złapanie zielonej fali  na której faktycznie można przeżyć niezapomniane ślizgi” – mówi Dariusz Kowalski z firmy home.pl Od września pracuje z Portugalii  gdzie może spełnić swoje marzenie – surfować na falach oceanu i pracować z grupą 350 koleżanek i kolegów rozwijając wspólnie home.pl – symbol polskiego Internetu. Przeczytaj  jak w firmowym surfingu pomagają mu narzędzia do pracy i współpracy Microsoft Teams ➡ https://news.microsoft.com/pl-pl/features/teams-na-fali/?wt.mc_id=AID3014360_QSG_SCL_493228

#MicrosoftTeams #PracaZdalna #homeoffice",pl,0.98,"""The real fun is catching a green wave on which you can actually experience unforgettable slides"" - says Dariusz Kowalski from home.pl Since September, he has been working from Portugal where he can fulfill his dream – surf the waves of the ocean and work with a group of 350 colleagues developing together home.pl – a symbol of the Polish Internet. Read how Microsoft Teams tools help him work and collaborate in his surfing ➡ https://news.microsoft.com/pl-pl/features/teams-na-fali/?wt.mc_id=AID3014360_QSG_SCL_493228

#MicrosoftTeams #PracaZdalna #homeoffice",1632285806958745
Polecamy 5 laptopów z Windows 10  które ułatwią Ci pracę  naukę i pozwolą grać w najbardziej wymagające gry (spidersweb.pl),pl,1.0,We recommend 5 laptops with Windows 10 that will make your work easier to learn and allow you to play the most demanding games (spidersweb.pl),1632196413634351
"W czasach ciągłych zmian szybsze wdrażanie możliwości cyfrowych staje się podstawą dla każdej dobrze prosperującej organizacji.
Zobacz  jak nasi klienci wykorzystali moc technologii i jak ich strategie biznesowe w chmurze napędzają zmiany w różnych branżach (EN):",pl,1.0,"In times of constant change, faster adoption of digital capabilities becomes the foundation for any thriving organization.
See how our customers have used the power of technology and how their cloud business strategies are driving change across industries:",1629462563907736
Bezpłatne połączenia wideo bez rejestracji  pobierania programów i wpisywania haseł — wystarczy skorzystać z funkcji Rozpocznij spotkanie teraz. To najłatwiejszy sposób kontaktu z bliskimi w te święta! 👉 http://msft.it/6182pXbqm,pl,1.0,Free video calls without signing up to download programs or type passwords—just use the Start Meeting Now feature. This is the easiest way to contact your loved ones this Christmas! 👉 http://msft.it/6182pXbqm,1630760090444650
"Ten rok przyniósł wiele zmian i nowych doświadczeń.
Dzięki nim odkryliśmy  że kiedy jesteśmy razem  jesteśmy silniejsi.
W te Święta celebrujmy bliskość!
Wesołych Świąt!",pl,1.0,"This year brought many changes and new experiences.
Thanks to them, we have discovered that when we are together we are stronger.
This Christmas, let us celebrate closeness!
Happy holidays!",1629450533908939
Zapraszamy na Teams przy kawie. Magdalena Gwiaździńska  Corporate Account Sales Lead w Microsoft  opowiada o tym  jak zdalnie zarządzać zespołem  którego szefem zostało się podczas lock down oraz jak budować i podtrzymywać relacje z kolegami w czasach pracy zdalnej.,pl,1.0,We invite you to Teams over coffee. Magdalena Gwiaździńska Corporate Account Sales Lead at Microsoft talks about how to remotely manage a team whose boss you became during the lockdown and how to build and maintain relationships with colleagues in the times of remote work.,1629317120588947
Klawisz Windows+V pozwala znaleźć w schowku Windows 10 każdy skopiowany tekst i plik. Na własnym urządzeniu i wszędzie  gdzie się zalogujesz. Dlatego zapisz sobie tam link do naszego quizu Windows i wygraj Surface Laptop Go 👉 http://msft.it/6183pPV5J,pl,1.0,Windows Key+V allows you to find every copied text and file in the Windows 10 clipboard. On your own device and wherever you log in. So save yourself a link to our Windows quiz there and win a Surface Laptop Go 👉 http://msft.it/6183pPV5J,1619318288255497
"Wiele organizacji nie nadąża za zmieniającymi się technologiami  trendami  a co najważniejsze za wymaganiami klientów.
Przeczytaj „Poradnik nt. elastyczności biznesowej"" i dowiedz się  jak tworzyć elastyczne procesy  aby wzmocnić swoją firmę:",pl,1.0,"Many organizations do not keep up with changing technologies trends and, most importantly, with customer requirements.
Read the ""Guide to Business Flexibility"" and learn how to create flexible processes to strengthen your company:",1628631213990871
"Nowy model AI potrafi opisywać obrazy i zdjęcia z perfekcyjną dokładnością.
Przełom jest kamieniem milowym w naszych staraniach o to  aby produkty i usługi były dostępne dla wszystkich użytkowników (EN).",pl,1.0,"The new AI model can describe images and photos with perfect accuracy.
The breakthrough is a milestone in our efforts to make products and services accessible to all users.",1628079240712735
"Grupa CCC potrzebuje tylko 60 minut  by zrealizować internetowe zamówienie na terenie Warszawy.

Dobrze spersonalizowana oferta i szybkie dostawy prosto do klienta to innowacja w tym sektorze rynku na skalę europejską. Nie byłoby to możliwe bez odpowiedniej technologii. W oparciu o chmurę Microsoft Azure i rozwiązania Synerise oraz Elitmind powstał kompleksowy  zaawansowany system analityki klienta pozwalający Grupie CCC realizować szereg celów biznesowych.

#CCC #dostawy #retail #cyfryzacja #Azure #cloud #chmura #PolskaDolinaCyfrowa",pl,0.91,"The CCC Group needs only 60 minutes to complete an online order in Warsaw.

A well-personalized offer and fast deliveries straight to the customer is an innovation in this market sector on a European scale. This would not be possible without the right technology. Based on the Microsoft Azure cloud and Synerise and Elitmind solutions, a comprehensive advanced customer analytics system was created that allows the CCC Group to achieve a number of business goals.

#CCC #dostawy #retail #cyfryzacja #Azure #cloud #chmura #PolskaDolinaCyfrowa",1627986870721972
Jedna z największych greckich firm spożywczych  Loulis Mills  starała się oferować lepszą jakość 13 krajom  do których dostarcza produkty mączne. Aby ulepszyć usługi  ustandaryzować procesy i połączyć pracowników z różnych oddziałów i lokalizacji  Loulis Mills współpracował z partnerem Microsoft TEKA Systems  aby przejść na SAP S / 4HANA na platformie Azure. „Aby mieć skalowalną i efektywną kosztowo platformę  posiadanie systemu w chmurze  a nie lokalnie  było koniecznością. … Wybraliśmy Microsoft Azure  ponieważ jest to wysoce bezpieczne oraz wyspecjalizowane i przetestowane rozwiązanie dla SAP w chmurze”- mówi Dimitris Tarnaras  CEO w Loulis Mills BG.,pl,0.97,"One of Greece's largest food companies, Loulis Mills, has sought to offer better quality to the 13 countries to which it supplies meal products. To improve services to standardize processes and connect employees from different branches and locations, Loulis Mills worked with Microsoft partner TEKA Systems to move to SAP S/4HANA on Azure. ""To have a scalable and cost-effective platform, having a cloud system rather than on-premises was a necessity. ... We chose Microsoft Azure because it is a highly secure, specialized and tested solution for SAP in the cloud,"" says Dimitris Tarnaras, CEO of Loulis Mills BG.",1627236980796961
