Original,Detected language,Detected language score,Translation,CommentID,PostID
Your update today made me lose everything and have to reinstall my OS as well as all my programs. Great job Microsoft!,en,1.0,Your update today made me lose everything and have to reinstall my OS as well as all my programs. Great job Microsoft!,10158169524453721,10158155173373721
Every time I do an update and my system restarts  I lose the open web pages I was monitoring. This is very frustrating. They are auction sites  employment sites and others. They are specific listings that I cannot just add to favorites. Please fix this.,en,1.0,Every time I do an update and my system restarts  I lose the open web pages I was monitoring. This is very frustrating. They are auction sites  employment sites and others. They are specific listings that I cannot just add to favorites. Please fix this.,10158157266923721,10158155173373721
I've been on the phone with techs for the last few days - at least 8 hours on the phone and significantly more dealing with the problem in between. The case was escalated to Tier 2. They promised to call back this morning and haven't. Please ask a Tier 2 tech in the United States to call me right away at (message for the phone number or reference case# 1016223626). The initial problems was only with accessing Outlook 365 but the tech uninstalled all of the 365 apps and now I cannot access any files I urgently need - far worse off than I was when I first called 3 days ago. Again please have a Tier 2 tech from within the U.S. to call me ASAP. Thank you.,en,1.0,I've been on the phone with techs for the last few days - at least 8 hours on the phone and significantly more dealing with the problem in between. The case was escalated to Tier 2. They promised to call back this morning and haven't. Please ask a Tier 2 tech in the United States to call me right away at (message for the phone number or reference case# 1016223626). The initial problems was only with accessing Outlook 365 but the tech uninstalled all of the 365 apps and now I cannot access any files I urgently need - far worse off than I was when I first called 3 days ago. Again please have a Tier 2 tech from within the U.S. to call me ASAP. Thank you.,10158169133468721,10158155173373721
Windows 10 has been destroyed due to the latest update. I encountered an error bomb whose problem never resolved. File Explorer has been stopped. The NTFS file system service has been disabled. Files cannot be accessed. Money can not access the file Click on Continue to access the file permanently A lot of problem I have countless and I have a lot of important files and pictures No No No No can not access even to the desktop I got involved because I have updated Windows 10☹🙁☹☹☹,en,1.0,Windows 10 has been destroyed due to the latest update. I encountered an error bomb whose problem never resolved. File Explorer has been stopped. The NTFS file system service has been disabled. Files cannot be accessed. Money can not access the file Click on Continue to access the file permanently A lot of problem I have countless and I have a lot of important files and pictures No No No No can not access even to the desktop I got involved because I have updated Windows 10☹🙁☹☹☹,10158228950538721,10158155173373721
And from now on i will use linux or mac  and i really loved you for your products  but now  i hate you!!!,en,1.0,And from now on i will use linux or mac  and i really loved you for your products  but now  i hate you!!!,10158156813063721,10158155173373721
"got a microsoft update and lost the use of all my icon short cuts except for of course ""Microsoft edge""...what a surprise....hadto undo the update to get everything to work.....windows 10 sucks...but you know that....",en,1.0,"got a microsoft update and lost the use of all my icon short cuts except for of course ""Microsoft edge""... what a surprise.... hadto undo the update to get everything to work..... windows 10 sucks... but you know that....",10158164178703721,10158155173373721
When is the release of the new Xbox series X? I’d like to be able to purchase one please.,en,1.0,When is the release of the new Xbox series X? I’d like to be able to purchase one please.,10158184697383721,10158155173373721
HelloI'm writing because I just learned that your company gave Josh Hawley $7500 in political donations over the last few years. I find this deeply distressing and disappointing.Hawley did everything he could to overturn our election  and incited a violent insurrection that killed 5 people and could easily have killed many more. Despite his clear responsibilityhe is completely unrepentant.As if this isn’t bad enough  his party  as it is currently configured  supports white supremacy & hate  not to mention COVID denial  climate destruction  horrific income inequality  rampant voter suppression  and more.Do Hawley’s actions reflect your corporate values? If so I will certainly avoid patronizing your business or owning your stocks in the future. And I’ll be sure to spread the word widely. I hope  however  that you will do the right thing and avoid ever giving to him or any GOP PAC that supports him again.We will be watching.Thanks,en,1.0,HelloI'm writing because I just learned that your company gave Josh Hawley $7500 in political donations over the last few years. I find this deeply distressing and disappointing. Hawley did everything he could to overturn our election  and incited a violent insurrection that killed 5 people and could easily have killed many more. Despite his clear responsibilityhe is completely unrepentant. As if this isn’t bad enough  his party  as it is currently configured  supports white supremacy & hate  not to mention COVID denial  climate destruction  horrific income inequality  rampant voter suppression  and more. Do Hawley’s actions reflect your corporate values? If so I will certainly avoid patronizing your business or owning your stocks in the future. And I’ll be sure to spread the word widely. I hope  however  that you will do the right thing and avoid ever giving to him or any GOP PAC that supports him again. We will be watching. Thanks,10158169183793721,10158155173373721
You have the worst keyboards,en,1.0,You have the worst keyboards,10158156810838721,10158155173373721
"The most common message I get with Microsoft software is ""not responding."" It gets so exhausting to spend all of my time fixing Microsoft's bugs rather than doing my job. If you use Micro$oft's buggy software  get used to all kinds of lenghty processes to restore software to working order. Frequently. And you pay for the privilege.",en,1.0,"The most common message I get with Microsoft software is ""not responding."" It gets so exhausting to spend all of my time fixing Microsoft's bugs rather than doing my job. If you use Micro$oft's buggy software  get used to all kinds of lenghty processes to restore software to working order. Frequently. And you pay for the privilege.",10158185460458721,10158152416088721
Purchased a brand new Microsoft Surface 7 Pro for use in my classroom on the 8th of January began having problems immediately out of the box call Trish support the first time on January 10th. I'm currently still on the phone with Microsoft trying to process a repair or return or exchange. Because I mentioned in a passing conversation that it may have gotten a drop of rain on it they are not honoring their warranty. It was a raindrop not a waterfall. Everytime I call it's a new story. Beware teachers Microsoft steals your hard-earned money and then doesn't honor their warranty,en,1.0,Purchased a brand new Microsoft Surface 7 Pro for use in my classroom on the 8th of January began having problems immediately out of the box call Trish support the first time on January 10th. I'm currently still on the phone with Microsoft trying to process a repair or return or exchange. Because I mentioned in a passing conversation that it may have gotten a drop of rain on it they are not honoring their warranty. It was a raindrop not a waterfall. Everytime I call it's a new story. Beware teachers Microsoft steals your hard-earned money and then doesn't honor their warranty,10158162322823721,10158152416088721
Hi Folks  I know some of y'all are havin issues. Since the event I have had soon to be 8 cell phones  plus 4 sd cards for cellular devices. And 8 Pc's totaling10.3 TB of internal HD's and 2.8 tb of ext. hd's wiped plus an assortment of accessories. Go into feedback hub it should be on start provide diagnostic logs and explain as thoroughly as you can whats wrong. Maybe record what you do since theres a built in recorder in feedback hub. Like youi I get upset when stuff doesnt work  when w/e they or...Maybe it was I that changed something somewhere. They will try to fix it  but keep in min d thisos isslower than what we had before it may takea day or two. BTWI had6 game 1acc nite of beta launch. Never having tested before got out my holiday wooden soldier aka a nutcracker and began somerantswhile breaking golf balls with the Nutcracker. I advise you do not do this.... I have been wipedbetweeen 80-100 times basically for givin em attitude,en,1.0,Hi Folks  I know some of y'all are havin issues. Since the event I have had soon to be 8 cell phones  plus 4 sd cards for cellular devices. And 8 Pc's totaling10.3 TB of internal HD's and 2.8 tb of ext. hd's wiped plus an assortment of accessories. Go into feedback hub it should be on start provide diagnostic logs and explain as thoroughly as you can whats wrong. Maybe record what you do since theres a built in recorder in feedback hub. Like youi I get upset when stuff doesnt work  when w/e they or... Maybe it was I that changed something somewhere. They will try to fix it  but keep in min d thisos isslower than what we had before it may takea day or two. BTWI had6 game 1acc nite of beta launch. Never having tested before got out my holiday wooden soldier aka a nutcracker and began somerantswhile breaking golf balls with the Nutcracker. I advise you do not do this.... I have been wipedbetweeen 80-100 times basically for givin em attitude,10158182136393721,10158152416088721
When is the release of the new Xbox series X? I’d like to be able to purchase one please.,en,1.0,When is the release of the new Xbox series X? I’d like to be able to purchase one please.,10158184697948721,10158149966298721
"Ah  yeah  ANOTHER TECHNO FIX! God forbid we'd do as 11 700 of the world's climate scientists said WE MUST DO last fall: work for POPULATION STABILIZATION worldwide  including most particularly in our rapidly growing high-carbon U.S. We're not going to ""transform the future of food security"" in Africa any more than we have with all the other techno fixes  especially with rapidly increasing DESERTIFICATION  even WITHOUT CLIMATE CHANGE. Why don't you geniuses back off bringing your endless fixes to the world and advocate for woman's empowerment  worldwide access to family planning for EVERY ADULT ON THE PLANET (meaning age 10 and up) and work to have it so Mother Earth doesn't receive an ADDITIONAL 80 MILLION NEW CITIZENS A YEAR  OR ROUGHLY ONE BILLION EVERY 12 TO 14 YEARS? It might also help another problem: that we're in the largest species extinction since the die off of the dinosaurs DIRECTLY DUE TO HUMAN POPULATION PRESSURES!",en,1.0,"Ah  yeah  ANOTHER TECHNO FIX! God forbid we'd do as 11 700 of the world's climate scientists said WE MUST DO last fall: work for POPULATION STABILIZATION worldwide  including most particularly in our rapidly growing high-carbon U.S. We're not going to ""transform the future of food security"" in Africa any more than we have with all the other techno fixes  especially with rapidly increasing DESERTIFICATION  even WITHOUT CLIMATE CHANGE. Why don't you geniuses back off bringing your endless fixes to the world and advocate for woman's empowerment  worldwide access to family planning for EVERY ADULT ON THE PLANET (meaning age 10 and up) and work to have it so Mother Earth doesn't receive an ADDITIONAL 80 MILLION NEW CITIZENS A YEAR  OR ROUGHLY ONE BILLION EVERY 12 TO 14 YEARS? It might also help another problem: that we're in the largest species extinction since the die off of the dinosaurs DIRECTLY DUE TO HUMAN POPULATION PRESSURES!",10158185899903721,10158149966298721
I guess not knocking trees down and driving up the price of lumber is a way to bring down emission.https://www.msn.com/en-in/money/markets/a-new-market-in-carbon-offsets-is-blossoming-drawing-huge-companies-who-pay-timber-owners-not-to-cut-down-trees/ar-BB1fUbb5,en,1.0,I guess not knocking trees down and driving up the price of lumber is a way to bring down emission.https://www.msn.com/en-in/money/markets/a-new-market-in-carbon-offsets-is-blossoming-drawing-huge-companies-who-pay-timber-owners-not-to-cut-down-trees/ar-BB1fUbb5,10158399917788721,10158149966298721
Now if you'd just leave the hornets alone you wouldn't need pesticides...,en,1.0,Now if you'd just leave the hornets alone you wouldn't need pesticides...,10158154326608721,10158149966298721
well,en,1.0,well,10158162048123721,10158149966298721
Hi. I purchased a Microsoft OneDrive 1TB subscription and received 60 minutes of Skype calls to selected countries. Where can I find a list of these countries?,en,1.0,Hi. I purchased a Microsoft OneDrive 1TB subscription and received 60 minutes of Skype calls to selected countries. Where can I find a list of these countries?,10158170345723721,10158149966298721
No gmo www.panna.orgWww.cdc.govMore cannabisWww.mjbizdaily.com,en,1.0,No gmo www.panna.orgWww.cdc.govMore cannabisWww.mjbizdaily.com,10158191641508721,10158149966298721
I wish health to them and myself,en,1.0,I wish health to them and myself,10158150008658721,10158149966298721
WTF is the mess !,en,1.0,WTF is the mess !,10158150109418721,10158149966298721
I have a question,en,1.0,I have a question,10158152368708721,10158149966298721
I think if I must endure one more Disney's First Law  happy ever after cute story-\-\as everyone ignores the REAL situation THAT ONLINE TEACHING IS AN APPALLING FAILURE-\-\I think I'll finally go postal!,en,1.0,I think if I must endure one more Disney's First Law  happy ever after cute story-\-\as everyone ignores the REAL situation THAT ONLINE TEACHING IS AN APPALLING FAILURE-\-\I think I'll finally go postal!,10158185904043721,10158147282728721
Do you cut off services of companies when you don't agree with their politics?,en,1.0,Do you cut off services of companies when you don't agree with their politics?,10158147495798721,10158147282728721
It's best to use a dedicated server instead of Azure of AWS. With those two  you risk losing your service without notice if you don't agree with their radical leftism.,en,1.0,It's best to use a dedicated server instead of Azure of AWS. With those two  you risk losing your service without notice if you don't agree with their radical leftism.,10158147497268721,10158147282728721
Hopefully the teachers are going through the Online Teaching certification course. Its a valuable resource  and yes 30 years late.,en,1.0,Hopefully the teachers are going through the Online Teaching certification course. Its a valuable resource  and yes 30 years late.,10158147513703721,10158147282728721
are there any Grants out there?  I see so many areas that could be improved on here in NY.... this stuff could all be Reused or Parted/Scrapped responsibly ....its just so hard starting :(,en,1.0,are there any Grants out there?  I see so many areas that could be improved on here in NY.... this stuff could all be Reused or Parted/Scrapped responsibly .... its just so hard starting :(,10158145711278721,10158145380663721
Yeah  tell me what to do with cells  computers seemingly built to self-destruct  etc. And  what is the carbon footprint of transporting our trash around the world for others to cope with? That corporate America isn't REQUIRED to build in solutions-\-\fromcomputers through plastics-\-\righthere speaks only to the fact that both political parties haven't bothered to govern for other than WHAT CORPORATE WANTS for the last 40 years or so! And what is it getting us? A dying planet!,en,1.0,Yeah  tell me what to do with cells  computers seemingly built to self-destruct  etc. And  what is the carbon footprint of transporting our trash around the world for others to cope with? That corporate America isn't REQUIRED to build in solutions-\-\fromcomputers through plastics-\-\righthere speaks only to the fact that both political parties haven't bothered to govern for other than WHAT CORPORATE WANTS for the last 40 years or so! And what is it getting us? A dying planet!,10158185907953721,10158145380663721
Support right to repair to reduce e waste a good place to start.,en,1.0,Support right to repair to reduce e waste a good place to start.,10158162962843721,10158145380663721
Do you support the 250M worker strike in India?Wonder why it wasn't covered in the American media at all...,en,1.0,Do you support the 250M worker strike in India? Wonder why it wasn't covered in the American media at all...,10158146414178721,10158145380663721
Hello Microsoft  I cannot log into my hotmail account because I requested a change in my cell phone number information for the two verification. I also forgot my password. Please at least tell me when I will be able to access my account or please fix this for me ASAP so I can have access to my account!I have important e-mails coming in and there is no way for me to see them!!!!!!!! Unfortunately  it is impossible to reach Microsoft so I am contacting you here!I believe you will lose a lot of customers do to this type of customer service! You haven’t even replied to the visitor posts!!!!!Thank you.Kind regardsPetra,en,1.0,Hello Microsoft  I cannot log into my hotmail account because I requested a change in my cell phone number information for the two verification. I also forgot my password. Please at least tell me when I will be able to access my account or please fix this for me ASAP so I can have access to my account! I have important e-mails coming in and there is no way for me to see them!!!!!!!! Unfortunately  it is impossible to reach Microsoft so I am contacting you here! I believe you will lose a lot of customers do to this type of customer service! You haven’t even replied to the visitor posts!!!!! Thank you. Kind regardsPetra,10158304919843721,10158145380663721
What about the mountain of ewaste in my garage!?,en,1.0,What about the mountain of ewaste in my garage!?,10158147065753721,10158145380663721
I tell everyone 'hey  you should take a few years to learn programming'. This skill that I originally learned through game development now pays off dividends for me  and it's not impossible if you really gave it your all  your focus  to learn a language such as C# or Java in say 12 months or so.,en,1.0,I tell everyone 'hey  you should take a few years to learn programming'. This skill that I originally learned through game development now pays off dividends for me  and it's not impossible if you really gave it your all  your focus  to learn a language such as C# or Java in say 12 months or so.,10158147221123721,10158133316993721
We really need to put a serious effort towards getting people able to read and see who are blind with their own eyes.Its sickening to know that people aren't being healed of their eye problems just to facilitate the unnecessary need of braille commerce.,en,1.0,We really need to put a serious effort towards getting people able to read and see who are blind with their own eyes. Its sickening to know that people aren't being healed of their eye problems just to facilitate the unnecessary need of braille commerce.,10158142221868721,10158131037018721
Microsoft's technical support has entered my computer and has made me lose 5 years of work at a stroke  all programs  installations  plugins  etc. etc  they refuse to give me more help than to apologize  they recommend that I pay a private technician  someone else with the same problem to claim ???,en,1.0,Microsoft's technical support has entered my computer and has made me lose 5 years of work at a stroke  all programs  installations  plugins  etc. etc  they refuse to give me more help than to apologize  they recommend that I pay a private technician  someone else with the same problem to claim ???,10158139086258721,10158131037018721
"Please Help Us Overturn the Election. We do not want a scrooge  opportunist  and scoundrel elected. We need to put a stop to that. We need people in leadership who will be helpful to us. Who Show That They Care. We Need to Solve Our Problems Before It Is Too Late. We Have Less Than a 24 Hour Window to Make It All Happen.https://www.msn.com/en-us/news/politics/joe-biden-promised-to-return-things-to-normal-is-that-even-possible-now/ar-BB1aJcS0 Today I went back to the good old days scrimping and scraping $and used my towel twice and showered once with rotten stink and financial oppression all over me after tearfully saying goodbye to 4 months of Trump Bliss TrumpTD$2400>Congress$300Please Help Us Overturn the Election.Joe Biden has a long history of claiming arrests which never happened https://nypost.com/2020/08/01/biden-has-long-history-of-claiming-arrests-which-never-happened/?utm_source=twitter_sitebuttons&utm_medium=site+buttons&utm_campaign=site+buttons via @nypostEditor's note: This story contains graphic descriptions of an alleged sexual assault.Updated at 12:56 p.m. ETNew information has emerged in recent days about a sexual assault allegation against the presumptive Democratic presidential nominee  Joe Biden  made by Tara Reade  a former staff assistant in Biden's Senate office. For the first time  someone has gone on the record to say that Reade detailed the allegation to her decades ago in the same way Reade is describing it now.The revelation  first reported by Business Insider  comes with increasing calls from Republicans for the accusation to be examined more openly and pressure on Democrats to respond. House Speaker Nancy Pelosi  who endorsed Biden on Monday  expressed on Thursday that she has a ""great comfort-level with the situation.""A former neighbor of Reade's named Lynda LaCasse told NPR on Wednesday about a conversation the two had approximately 25 years ago regarding the alleged assault.",en,1.0,"Please Help Us Overturn the Election. We do not want a scrooge  opportunist  and scoundrel elected. We need to put a stop to that. We need people in leadership who will be helpful to us. Who Show That They Care. We Need to Solve Our Problems Before It Is Too Late. We Have Less Than a 24 Hour Window to Make It All Happen.https://www.msn.com/en-us/news/politics/joe-biden-promised-to-return-things-to-normal-is-that-even-possible-now/ar-BB1aJcS0 Today I went back to the good old days scrimping and scraping $and used my towel twice and showered once with rotten stink and financial oppression all over me after tearfully saying goodbye to 4 months of Trump Bliss TrumpTD$2400> Congress$300Please Help Us Overturn the Election.Joe Biden has a long history of claiming arrests which never happened https://nypost.com/2020/08/01/biden-has-long-history-of-claiming-arrests-which-never-happened/?utm_source=twitter_sitebuttons&utm_medium=site+buttons&utm_campaign=site+buttons via @nypostEditor's note: This story contains graphic descriptions of an alleged sexual assault. Updated at 12:56 p.m. ETNew information has emerged in recent days about a sexual assault allegation against the presumptive Democratic presidential nominee  Joe Biden  made by Tara Reade  a former staff assistant in Biden's Senate office. For the first time  someone has gone on the record to say that Reade detailed the allegation to her decades ago in the same way Reade is describing it now. The revelation  first reported by Business Insider  comes with increasing calls from Republicans for the accusation to be examined more openly and pressure on Democrats to respond. House Speaker Nancy Pelosi  who endorsed Biden on Monday  expressed on Thursday that she has a ""great comfort-level with the situation."" A former neighbor of Reade's named Lynda LaCasse told NPR on Wednesday about a conversation the two had approximately 25 years ago regarding the alleged assault.",10158131970733721,10158131037018721
"The scariest thing a blind person can read in braille is ""Do Not Touch  Danger""",en,1.0,"The scariest thing a blind person can read in braille is ""Do Not Touch  Danger""",10158131182403721,10158131037018721
It has to be available  by law. Equal access for handicap. The blind can walk up to an ATM. Sorry  had to share what I learned.,en,1.0,It has to be available  by law. Equal access for handicap. The blind can walk up to an ATM. Sorry  had to share what I learned.,10158131415473721,10158131037018721
You teach them this but your surface pro batteries blow up in their faces !! We suffered a misery with surface pro .. don’t buy it for your children to study .. it isn’t ready for heavy use,en,1.0,You teach them this but your surface pro batteries blow up in their faces !! We suffered a misery with surface pro .. don’t buy it for your children to study .. it isn’t ready for heavy use,10158117299783721,10158105375728721
That is great but Microsoft next year can you guys add Star Wars Galaxy of Heroes to the store please because BlueStacks don’t work for me.,en,1.0,That is great but Microsoft next year can you guys add Star Wars Galaxy of Heroes to the store please because BlueStacks don’t work for me.,10158121525498721,10158105375728721
I know this doesn’t have to do with this post. But it’s a shot in the dark. Unfortunately two years ago my father past away. He has a secondary computer that my mother and I haven’t been able to gain access to. It has an unimaginable amount of photos of him on it. Unfortunately when he set up the computer he used a landline number so text code won’t work and the email is foreign to us and may be non accessible if not fictional. Is there any way to gain access to it by alternative means,en,1.0,I know this doesn’t have to do with this post. But it’s a shot in the dark. Unfortunately two years ago my father past away. He has a secondary computer that my mother and I haven’t been able to gain access to. It has an unimaginable amount of photos of him on it. Unfortunately when he set up the computer he used a landline number so text code won’t work and the email is foreign to us and may be non accessible if not fictional. Is there any way to gain access to it by alternative means,10158114401858721,10158105375728721
I need to speak to an agent about recovering my account  but there is absolutely no way to do that. If I need to recover my password  telling me to log in is not a logical step in the troubleshootingprocess. Your online help option is worthless. I’m sure this is just a ploy to keep people from being able to cancel their services so we’ll just continue to pay annual fees forever. It’s a terrible business model and for a leading tech company the fact that you can’t offer your customers better support is ridiculous.,en,1.0,I need to speak to an agent about recovering my account  but there is absolutely no way to do that. If I need to recover my password  telling me to log in is not a logical step in the troubleshootingprocess. Your online help option is worthless. I’m sure this is just a ploy to keep people from being able to cancel their services so we’ll just continue to pay annual fees forever. It’s a terrible business model and for a leading tech company the fact that you can’t offer your customers better support is ridiculous.,10158128512493721,10158105375728721
I used to love xbox over Playstation but it's changing my mind so to out off the blue I go start and askes for my pass code???? Its already hard enough to remember the stuff I do..... Xbox do Domingo about it.,en,1.0,I used to love xbox over Playstation but it's changing my mind so to out off the blue I go start and askes for my pass code???? Its already hard enough to remember the stuff I do..... Xbox do Domingo about it.,10158126035048721,10158102549903721
I’m desperate trying to access my email for months. I have the right login and password and all the answers right for recovery and is still locked. I tried to call and says to email but how can I email if I can’t access my email? I have important emails that I need to access. Please Microsoft help me!!!!,en,1.0,I’m desperate trying to access my email for months. I have the right login and password and all the answers right for recovery and is still locked. I tried to call and says to email but how can I email if I can’t access my email? I have important emails that I need to access. Please Microsoft help me!!!!,10158117281813721,10158102549903721
Microsoft please assist  I am locked out from my computer. It will only work in S mode. It tells me my password is wrong but it isn't. It won't let me access the play store or download anything. I am the only owner of this computer. I've emailed and I'm down the form  nothing works!,en,1.0,Microsoft please assist  I am locked out from my computer. It will only work in S mode. It tells me my password is wrong but it isn't. It won't let me access the play store or download anything. I am the only owner of this computer. I've emailed and I'm down the form  nothing works!,10158129950983721,10158102549903721
Ive been patient i have been calling and trying to speak to a rep for the past 3 weeks. I need help,en,1.0,Ive been patient i have been calling and trying to speak to a rep for the past 3 weeks. I need help,10158161906233721,10158102549903721
The New Xbox Good,en,1.0,The New Xbox Good,10158121228363721,10158102549903721
every update for windows 10 seems to change sharing properties on some computers but not others. thanks  Microsoft for the extra work you create during these difficult times.,en,1.0,every update for windows 10 seems to change sharing properties on some computers but not others. thanks  Microsoft for the extra work you create during these difficult times.,10158117222468721,10158100758093721
I used to love xbox over Playstation but it's changing my mind so to out off the blue I go start and askes for my pass code???? Its already hard enough to remember the stuff I do..... Xbox do Domingo about it.,en,1.0,I used to love xbox over Playstation but it's changing my mind so to out off the blue I go start and askes for my pass code???? Its already hard enough to remember the stuff I do..... Xbox do Domingo about it.,10158126035273721,10158100758093721
Watch your surface pro batteries they melt !! Not with your money and Microsoft gives you their back when you ask for replacement or warranty,en,1.0,Watch your surface pro batteries they melt !! Not with your money and Microsoft gives you their back when you ask for replacement or warranty,10158117311378721,10158100758093721
Microsoft will not unlock my 75 year old mothers email account. She has clearly been hacked and microsoft is engaging in a coverup. They refuse to contact me to and have told me they do not have to do open any account.,en,1.0,Microsoft will not unlock my 75 year old mothers email account. She has clearly been hacked and microsoft is engaging in a coverup. They refuse to contact me to and have told me they do not have to do open any account.,10158101520878721,10158100758093721
Here is my complaint I filed with the Ohio Attorney General: <donotreply@OhioAttorneyGeneral.gov>,en,1.0,Here is my complaint I filed with the Ohio Attorney General: <donotreply@OhioAttorneyGeneral.gov>,10158101652258721,10158100758093721
Microsoft will not help any customer. I have filled out numerous account recovery forms and they refuse to let us open her account. They have been hacked and a case has been opened with the FCC  FTC and Attorney General,en,1.0,Microsoft will not help any customer. I have filled out numerous account recovery forms and they refuse to let us open her account. They have been hacked and a case has been opened with the FCC  FTC and Attorney General,10158101538328721,10158100758093721
It's funny how some people think all this new technology can run over WiFi or through Bluetooth means only and it not true. I've taken a typical house fan that has no smart technology in it and I've programmed it to my iPhone to turn it on and off so how far should technology go for 5g I mean I'm able to program a simple house fan that has a remote to it that uses a RF signal to an iPhone and have it turn on with no Bluetooth or over WiFi connection. How smart is older technology vs 5g.,en,1.0,It's funny how some people think all this new technology can run over WiFi or through Bluetooth means only and it not true. I've taken a typical house fan that has no smart technology in it and I've programmed it to my iPhone to turn it on and off so how far should technology go for 5g I mean I'm able to program a simple house fan that has a remote to it that uses a RF signal to an iPhone and have it turn on with no Bluetooth or over WiFi connection. How smart is older technology vs 5g.,10158223398638721,10158100758093721
It would be nice if somebody would respond to me being locked out of my account due to some alleged violation of code of conduct. I do not have access to my one drive  which has hundreds and hundreds of dollars of downloaded digital files for my business… Which I have had no access to since September! You guys are ridiculous,en,1.0,It would be nice if somebody would respond to me being locked out of my account due to some alleged violation of code of conduct. I do not have access to my one drive  which has hundreds and hundreds of dollars of downloaded digital files for my business… Which I have had no access to since September! You guys are ridiculous,10158119972198721,10158100758093721
How about dismantling the ULTA viewer program?,en,1.0,How about dismantling the ULTA viewer program?,10158115101313721,10158100758093721
Please call them back ASAP,en,1.0,Please call them back ASAP,10158101652853721,10158100758093721
How do I get into a locked account without a cell phone?,en,1.0,How do I get into a locked account without a cell phone?,10158102724233721,10158100758093721
Why did Microsoft put a man in prison for a year for helping our environment?,en,1.0,Why did Microsoft put a man in prison for a year for helping our environment?,10158215968583721,10158100758093721
Mafiki Mahlaba,en,1.0,Mafiki Mahlaba,10158157304578721,10158100758093721
Mafiki Mahlaba,en,1.0,Mafiki Mahlaba,10158157305578721,10158100758093721
Microsoft is a huge POS company that gives 2 phucks about you are anyone else.I dont want your POS updates you go in change my settings without my permission even when I say do not update you still date phuck you,en,1.0,Microsoft is a huge POS company that gives 2 phucks about you are anyone else. I dont want your POS updates you go in change my settings without my permission even when I say do not update you still date phuck you,10158122702868721,10158100758093721
Thank you for filing your complaint.Your complaint reference number is: WG000139948If you have any additional information  please contact the Ohio Attorney General's Help Center at (800) 282-0515. Please have your complaint reference number ready.,en,1.0,Thank you for filing your complaint. Your complaint reference number is: WG000139948If you have any additional information  please contact the Ohio Attorney General's Help Center at (800) 282-0515. Please have your complaint reference number ready.,10158101652498721,10158100758093721
Fix those hacks:https://www.facebook.com/Windows10hacksforusers,en,1.0,Fix those hacks:https://www.facebook.com/Windows10hacksforusers,10158109815328721,10158100758093721
🐄 01 🚀 03 ⚽️ 09 🚀 21 🐄,en,0.0,🐄 01 🚀 03 ⚽️ 09 🚀 21 🐄,10158129462873721,10158100758093721
How do you speak with someone at Microsoft on the phone? I am having issues with a purchase and cannot get ahold of anyone to help me!,en,1.0,How do you speak with someone at Microsoft on the phone? I am having issues with a purchase and cannot get ahold of anyone to help me!,10158087160803721,10158085903543721
hi bill mr gatesyour fb isnt loading soo hear i amdiscoverycenter@gatesfoundation.orgi wanted to let you know apple park aka apple is two face not what there public image expreses them to be im sure you know whos in charge CONGRATS ON USA MILITARY CONTRACTgood thing actresses actors apple park aka apple bed breakefestdident because if they did there would be a repeat of 2020 and WE DONT WANTTHAT AGAINHAPPY DECEMBER AND KEEP UP G R E A T WORK,en,0.99,hi bill mr gatesyour fb isnt loading soo hear i amdiscoverycenter@gatesfoundation.orgi wanted to let you know apple park aka apple is two face not what there public image expreses them to be im sure you know whos in charge CONGRATS ON USA MILITARY CONTRACTgood thing actresses actors apple park aka apple bed breakefestdident because if they did there would be a repeat of 2020 and WE DONT WANTTHAT AGAINHAPPY DECEMBER AND KEEP UP G R E A T WORK,10158090505468721,10158085903543721
I want this to get toMicrosoftCan you please do a kids one console sale day ?So actually kids can enjoy videogames ?,en,1.0,I want this to get toMicrosoftCan you please do a kids one console sale day ? So actually kids can enjoy videogames ?,10158100497738721,10158085903543721
🥰 Love the new Python tutorials!!! 🏀+🐍,en,1.0,🥰 Love the new Python tutorials!!! 🏀+🐍,10158085912288721,10158085903543721
I want this to get toMicrosoftCan you please do a kids one console sale day ?So actually kids can enjoy videogames ?,en,1.0,I want this to get toMicrosoftCan you please do a kids one console sale day ? So actually kids can enjoy videogames ?,10158100497793721,10158085799118721
So the vaccinations are begining . And some people say it is related to only part of the countries n the World. The question is: who is going to take care of the countries which have to wait for the vaccinations. Who is going to spread the informations there about the neccesity of wearing the masks   social distance and disinfection ? Who is going to support them with such products and infos?,en,1.0,So the vaccinations are begining . And some people say it is related to only part of the countries n the World. The question is: who is going to take care of the countries which have to wait for the vaccinations. Who is going to spread the informations there about the neccesity of wearing the masks   social distance and disinfection ? Who is going to support them with such products and infos?,10158095240803721,10158085799118721
.How are you helping the American farms?,en,1.0,. How are you helping the American farms?,10158092428308721,10158085799118721
Ok MS  you need to post the Power of AI video here  mainly bcoz I want the outside room in the video in Blue  so where can I get it? How much is it?,en,1.0,Ok MS  you need to post the Power of AI video here  mainly bcoz I want the outside room in the video in Blue  so where can I get it? How much is it?,10158094020078721,10158085799118721
How do I get into a locked account without a cell phone?,en,1.0,How do I get into a locked account without a cell phone?,10158102726183721,10158085799118721
.What has Peace Corps been doing for the last six decades? Vacationing? :/,en,1.0,. What has Peace Corps been doing for the last six decades? Vacationing? :/,10158092426083721,10158085799118721
Do you mean if you teach them where to grow they’ll know where to grow?,en,1.0,Do you mean if you teach them where to grow they’ll know where to grow?,10158086481798721,10158085799118721
This gave me Minecraft vibes 🤣,en,1.0,This gave me Minecraft vibes 🤣,10158091364833721,10158085799118721
